res	1920	1088
frame	id	x	y	area
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	4	1252.0	584.0	73
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	5	1111.0	553.0	65
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	6	1194.0	698.0	62
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	7	1283.0	630.0	61
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	8	1069.0	756.0	60
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	9	1342.0	660.0	56
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	10	1155.0	687.0	54
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	11	1168.0	628.0	54
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	12	1262.0	713.0	54
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	13	1138.0	553.0	53
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	14	1143.0	619.0	53
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	15	1156.0	642.0	52
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	16	1193.0	757.0	52
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	17	1313.0	668.0	52
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	18	1081.0	520.0	51
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	19	1147.0	628.0	49
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	20	1153.0	813.0	49
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	21	1108.0	683.0	48
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	22	1019.0	308.0	45
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	23	1292.0	658.0	45
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	24	1021.0	781.0	44
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	25	1117.0	619.0	44
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	26	985.0	723.0	42
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	27	1306.0	689.0	41
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	28	1142.0	768.0	40
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	29	1342.0	775.0	40
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	30	1418.0	726.0	40
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	31	1285.0	585.0	39
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	32	1293.0	604.0	39
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	33	1443.0	705.0	39
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	34	1277.0	682.0	37
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	35	857.0	709.0	36
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	36	1264.0	704.0	36
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	37	806.0	705.0	35
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	38	1022.0	716.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	39	1099.0	752.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	40	1179.0	636.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	41	1200.0	722.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	42	1241.0	723.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	43	1010.0	578.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	44	1236.0	631.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	45	1176.0	821.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	46	1369.0	650.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	47	777.0	758.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	48	797.0	762.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	49	890.0	738.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	50	959.0	398.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	51	971.0	706.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	52	1008.0	437.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	53	1128.0	707.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	54	1291.0	614.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	55	1391.0	757.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	56	1604.0	731.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	57	833.0	730.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	58	1080.0	509.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	59	1095.0	639.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	60	1341.0	837.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	61	744.0	686.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	62	763.0	582.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	63	991.0	666.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	64	830.0	629.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	65	838.0	448.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	66	968.0	722.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	67	1020.0	572.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	68	1070.0	663.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	69	1166.0	676.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	70	993.0	543.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	71	1081.0	746.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	72	1255.0	680.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	73	873.0	464.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	74	1000.0	744.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	75	1038.0	655.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	76	1290.0	704.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	77	1314.0	739.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	78	1535.0	756.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	79	1196.0	802.0	25
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	80	1265.0	756.0	25
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	81	1063.0	640.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	82	1222.0	627.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	83	998.0	727.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	84	1168.0	410.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	85	1323.0	614.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	86	1351.0	626.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	87	1557.0	749.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	88	906.0	634.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	89	1344.0	804.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	90	1348.0	785.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	91	1533.0	916.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	92	1606.0	782.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	93	1666.0	1036.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	94	1090.0	547.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	95	1195.0	1034.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	96	1453.0	884.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	97	1535.0	610.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	98	1361.0	693.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	99	1409.0	994.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	100	1649.0	732.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	101	886.0	883.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	102	1011.0	1004.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	103	1363.0	788.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	104	1529.0	900.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000056.bmp	56	105	1027.0	465.0	5
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	0	890.0	534.0	98
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	1	1269.0	527.0	92
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	2	1280.0	741.0	91
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	3	1285.0	572.0	87
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	4	1280.0	659.0	68
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	5	1097.0	616.0	66
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	6	1156.0	411.0	66
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	7	1304.0	597.0	65
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	8	1052.0	461.0	62
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	9	1390.0	797.0	61
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	10	1228.0	676.0	59
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	11	975.0	545.0	55
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	12	1205.0	559.0	54
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	13	1253.0	578.0	54
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	14	1263.0	593.0	51
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	15	984.0	631.0	49
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	16	1160.0	842.0	48
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	17	1176.0	786.0	46
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	18	1242.0	426.0	46
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	19	784.0	584.0	42
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	20	1249.0	440.0	42
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	21	1304.0	751.0	41
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	22	1003.0	449.0	40
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	23	924.0	582.0	39
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	24	836.0	619.0	38
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	25	1148.0	424.0	38
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	26	1184.0	524.0	38
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	27	1299.0	506.0	38
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	28	1227.0	873.0	37
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	29	1209.0	533.0	36
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	30	1064.0	580.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	31	1266.0	738.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	32	1381.0	641.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	33	947.0	626.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	34	1170.0	595.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	35	999.0	747.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	36	1064.0	649.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	37	1084.0	474.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	38	1300.0	686.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	39	783.0	463.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	40	821.0	363.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	41	955.0	508.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	42	1014.0	543.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	43	888.0	608.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	44	976.0	420.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	45	1079.0	540.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	46	1070.0	743.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	47	1091.0	504.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	48	1158.0	1066.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	49	920.0	443.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	50	976.0	382.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	51	1064.0	720.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	52	1223.0	893.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	53	1297.0	672.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	54	1605.0	1052.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	55	1244.0	767.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	56	1285.0	672.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	57	1321.0	699.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	58	873.0	986.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	59	1012.0	424.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	60	1106.0	418.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	61	1150.0	532.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	62	1292.0	631.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	63	1451.0	1085.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	64	1518.0	718.0	25
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	65	774.0	842.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	66	825.0	274.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	67	1176.0	438.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	68	1240.0	404.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	69	1501.0	820.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	70	843.0	995.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	71	1623.0	801.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	72	826.0	328.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	73	902.0	865.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	74	927.0	347.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	75	1218.0	709.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	76	1228.0	613.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	77	1489.0	752.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	78	1529.0	853.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	79	1599.0	720.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	80	981.0	1005.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	81	1032.0	376.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	82	1082.0	720.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	83	1484.0	644.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	84	1535.0	610.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	85	1634.0	874.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	86	1176.0	634.0	20
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	87	1213.0	688.0	20
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	88	1405.0	879.0	20
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	89	1043.0	33.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	90	1104.0	170.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	91	1191.0	772.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	92	1237.0	970.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	93	1363.0	760.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	94	1512.0	1006.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	95	957.0	626.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	96	1050.0	646.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	97	1200.0	359.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	98	1542.0	652.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	99	1282.0	1086.0	9
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000057.bmp	57	100	1293.0	699.0	5
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	0	1231.0	563.0	134
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	1	1302.0	657.0	118
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	2	1097.0	635.0	94
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	3	1230.0	641.0	90
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	4	1211.0	590.0	82
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	5	1317.0	618.0	72
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	6	1232.0	514.0	71
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	7	1142.0	942.0	70
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	8	1247.0	580.0	68
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	9	1157.0	514.0	66
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	10	1290.0	548.0	66
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	11	1203.0	386.0	60
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	12	1028.0	486.0	56
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	13	1151.0	608.0	56
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	14	1094.0	497.0	55
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	15	1105.0	445.0	55
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	16	1188.0	557.0	54
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	17	1060.0	555.0	51
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000058.bmp	58	18	1108.0	485.0	51
