res	1920	1088
frame	id	x	y	area
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	59	1135.0	667.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	60	1169.0	575.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	61	1202.0	402.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	62	1217.0	825.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	63	1263.0	467.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	64	1696.0	653.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	65	903.0	440.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	66	926.0	508.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	67	956.0	508.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	68	1240.0	366.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	69	806.0	487.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	70	1046.0	708.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	71	1082.0	653.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	72	1278.0	415.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	73	1454.0	855.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	74	1673.0	654.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	75	780.0	562.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	76	1213.0	503.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	77	1677.0	670.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	78	1079.0	788.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	79	1236.0	624.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	80	1258.0	714.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	81	1332.0	650.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	82	1563.0	678.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	83	948.0	581.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	84	1006.0	474.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	85	1244.0	272.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	86	1486.0	805.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	87	1100.0	470.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	88	1213.0	868.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	89	1221.0	607.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	90	689.0	548.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	91	912.0	341.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	92	1080.0	739.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	93	1119.0	800.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	94	1288.0	498.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	95	1336.0	868.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	96	1438.0	694.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	97	857.0	515.0	25
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	98	1476.0	821.0	25
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	99	1599.0	709.0	25
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	100	859.0	379.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	101	887.0	193.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	102	1060.0	997.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	103	1102.0	893.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	104	1181.0	704.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	105	1269.0	990.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	106	1391.0	751.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	107	1425.0	866.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	108	1469.0	887.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	109	1472.0	833.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	110	1627.0	765.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	111	1298.0	447.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	112	804.0	810.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	113	953.0	366.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	114	1004.0	396.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	115	1058.0	956.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	116	1192.0	704.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	117	1222.0	96.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	118	1352.0	622.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	119	1546.0	767.0	22
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	120	1043.0	943.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	121	1063.0	516.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	122	1111.0	855.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	123	1139.0	967.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	124	1302.0	611.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	125	1308.0	733.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	126	1417.0	782.0	21
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	127	1104.0	256.0	20
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	128	1429.0	1070.0	20
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	129	936.0	126.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	130	938.0	30.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	131	961.0	25.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	132	1207.0	459.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	133	1271.0	136.0	19
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	134	961.0	672.0	18
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	135	1017.0	726.0	18
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	136	1055.0	718.0	18
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	137	1180.0	55.0	18
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	138	1290.0	555.0	18
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	139	1535.0	610.0	18
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	140	1014.0	7.0	17
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	141	1462.0	841.0	16
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	142	1256.0	54.0	12
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000001.bmp	1	143	1180.0	950.0	5
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	0	1113.0	568.0	148
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	1	1269.0	622.0	142
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	2	1315.0	625.0	117
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	3	1411.0	953.0	105
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	4	1251.0	591.0	102
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	5	1091.0	583.0	101
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	6	1128.0	430.0	79
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	7	1143.0	640.0	75
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	8	1147.0	789.0	75
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	9	1237.0	640.0	75
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	10	1222.0	483.0	73
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	11	1227.0	1047.0	69
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	12	880.0	656.0	68
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	13	1418.0	636.0	65
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	14	1343.0	707.0	64
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	15	1184.0	639.0	62
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	16	1044.0	710.0	61
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	17	957.0	444.0	60
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	18	1312.0	703.0	58
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	19	1281.0	566.0	57
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	20	1279.0	658.0	56
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	21	1282.0	632.0	56
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	22	1295.0	441.0	54
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	23	1466.0	676.0	53
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	24	1069.0	624.0	52
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	25	1264.0	657.0	52
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	26	1008.0	338.0	51
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	27	1202.0	512.0	51
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	28	1053.0	644.0	50
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	29	1208.0	821.0	49
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	30	1266.0	480.0	48
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	31	978.0	672.0	46
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	32	1162.0	1084.0	46
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	33	1165.0	164.0	46
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	34	1091.0	678.0	45
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	35	1269.0	469.0	45
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	36	1334.0	632.0	45
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	37	934.0	524.0	44
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	38	1114.0	602.0	44
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	39	1206.0	678.0	44
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	40	1218.0	537.0	44
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	41	1237.0	695.0	43
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	42	876.0	601.0	42
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	43	1225.0	767.0	42
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	44	1235.0	660.0	42
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	45	978.0	479.0	41
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	46	1024.0	653.0	41
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	47	1032.0	695.0	41
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	48	1077.0	538.0	41
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	49	1119.0	658.0	41
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	50	1230.0	609.0	41
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	51	1248.0	474.0	41
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	52	1259.0	619.0	41
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	53	1511.0	1014.0	41
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	54	813.0	637.0	40
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	55	1101.0	694.0	40
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	56	1120.0	592.0	40
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	57	1178.0	593.0	40
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	58	1375.0	710.0	40
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	59	1007.0	714.0	39
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	60	981.0	446.0	38
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	61	1097.0	549.0	38
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	62	1098.0	644.0	38
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	63	1194.0	685.0	38
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	64	1379.0	636.0	38
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	65	1110.0	510.0	37
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	66	1145.0	688.0	37
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	67	1176.0	385.0	37
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	68	823.0	595.0	36
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	69	897.0	358.0	36
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	70	910.0	630.0	36
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	71	1233.0	1066.0	36
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	72	1220.0	587.0	35
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	73	988.0	488.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	74	1216.0	646.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	75	1477.0	647.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	76	1625.0	696.0	34
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	77	838.0	672.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	78	901.0	585.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	79	1011.0	481.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	80	1077.0	489.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	81	1459.0	1030.0	33
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	82	944.0	400.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	83	1160.0	642.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	84	1419.0	709.0	32
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	85	814.0	728.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	86	945.0	604.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	87	963.0	601.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	88	1007.0	352.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	89	1238.0	527.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	90	1398.0	1030.0	31
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	91	683.0	559.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	92	786.0	549.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	93	1148.0	585.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	94	1193.0	513.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	95	1223.0	742.0	30
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	96	796.0	607.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	97	801.0	441.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	98	1226.0	690.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	99	1566.0	849.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	100	1607.0	697.0	29
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	101	810.0	499.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	102	972.0	640.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	103	974.0	544.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	104	1346.0	651.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	105	1592.0	719.0	28
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	106	1356.0	629.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	107	1516.0	721.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	108	1595.0	807.0	27
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	109	831.0	407.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	110	1006.0	771.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	111	1127.0	488.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	112	1214.0	762.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	113	1395.0	638.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	114	1432.0	1002.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	115	1530.0	824.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	116	1610.0	950.0	26
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	117	1258.0	840.0	25
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	118	1268.0	397.0	25
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	119	1560.0	728.0	25
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	120	1585.0	832.0	25
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	121	1651.0	879.0	25
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	122	811.0	840.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	123	890.0	473.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	124	901.0	652.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	125	927.0	341.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	126	932.0	829.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	127	1027.0	258.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	128	1166.0	856.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	129	1176.0	741.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	130	1273.0	427.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	131	1506.0	679.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	132	1686.0	839.0	24
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	133	746.0	600.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	134	869.0	335.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	135	1033.0	785.0	23
C:\Users\PC\PycharmProjects\Particle_ID_and_Tracking\data1\raw\250_0000000002.bmp	2	136	1231.0	551.0	23
